作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
052037,いちじゅくの木,いちじゅくのき,いちしゆくのき,,,,,NDC K913,新字新仮名,なし,2012-09-07,2014-09-16,https://www.aozora.gr.jp/cards/001475/card52037.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　10,講談社,1977（昭和52）年8月10日,1983（昭和58）年1月19日第6刷,1983（昭和58）年1月19日第6刷,,,,,,,,,,,,特定非営利活動法人はるかぜ,仙酔ゑびす,https://www.aozora.gr.jp/cards/001475/files/52037_ruby_48087.zip,2012-07-17,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/52037_48260.html,2012-07-17,ShiftJIS,JIS X 0208,0
052038,いちょうの葉,いちょうのは,いちようのは,,,,「台湾日日新報」1935（昭和10）年10月10日,NDC K913,新字新仮名,なし,2015-07-02,2015-05-24,https://www.aozora.gr.jp/cards/001475/card52038.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　10,講談社,1977（昭和52）年8月10日,1983（昭和58）年1月19日第6刷,1977（昭和52）年8月10日第1刷,,,,,,,,,,,,特定非営利活動法人はるかぜ,酒井裕二,https://www.aozora.gr.jp/cards/001475/files/52038_ruby_56830.zip,2015-05-24,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/52038_56878.html,2015-05-24,ShiftJIS,JIS X 0208,0
051505,一銭銅貨,いっせんどうか,いつせんとうか,,,,「週刊朝日　23巻17号」1933（昭和8）年4月2日,NDC K913,新字新仮名,なし,2018-10-02,2018-09-28,https://www.aozora.gr.jp/cards/001475/card51505.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　13,講談社,1977（昭和52）年11月10日,1983（昭和58）年1月19日第5刷,1977（昭和52）年11月10日第1刷,亀の子と人形,フタバ書院,1941（昭和16）年4月,,,,,,,,,特定非営利活動法人はるかぜ,酒井裕二,https://www.aozora.gr.jp/cards/001475/files/51505_ruby_65919.zip,2018-09-28,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/51505_66071.html,2018-09-28,ShiftJIS,JIS X 0208,0
051063,一本のかきの木,いっぽんのかきのき,いつほんのかきのき,,,,「赤い鳥」1921（大正10）年9月,NDC K913,新字新仮名,なし,2013-05-13,2014-09-16,https://www.aozora.gr.jp/cards/001475/card51063.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　2,講談社,1976（昭和51）年12月10日,1982（昭和57）年9月10日第7刷,1979（昭和54）年7月1日第5刷,,,,,,,,,,,,ぷろぼの青空工作員チーム入力班,雪森,https://www.aozora.gr.jp/cards/001475/files/51063_ruby_49968.zip,2013-08-24,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001475/files/51063_50579.html,2013-08-24,ShiftJIS,JIS X 0208,1
053455,一本の銀の針,いっぽんのぎんのはり,いつほんのきんのはり,,,,「少年倶楽部」1927（昭和2）年2月,NDC K913,新字新仮名,なし,2014-03-14,2014-09-16,https://www.aozora.gr.jp/cards/001475/card53455.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　5,講談社,1977（昭和52）年3月10日,1977（昭和52）年3月10日第1刷,1978（昭和53）年C第2刷　,,,,,,,,,,,,特定非営利活動法人はるかぜ,江村秀之,https://www.aozora.gr.jp/cards/001475/files/53455_ruby_53003.zip,2014-02-14,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/53455_53050.html,2014-02-14,ShiftJIS,JIS X 0208,0
051028,一本の釣りざお,いっぽんのつりざお,いつほんのつりさお,,,,「読売新聞」1921（大正10）年4月30日、5月2日～4日,NDC K913,新字新仮名,なし,2013-05-16,2014-09-16,https://www.aozora.gr.jp/cards/001475/card51028.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　2,講談社,1976（昭和51）年12月10日,1982（昭和57）年9月10日第7刷,1979（昭和54）年7月1日第5刷,,,,,,,,,,,,ぷろぼの青空工作員チーム入力班,雪森,https://www.aozora.gr.jp/cards/001475/files/51028_ruby_49970.zip,2013-08-25,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001475/files/51028_50580.html,2013-08-25,ShiftJIS,JIS X 0208,1
052039,田舎のお母さん,いなかのおかあさん,いなかのおかあさん,,,,「台湾日日新報」1936（昭和11）年3月24日,NDC K913,新字新仮名,なし,2015-07-12,2016-06-22,https://www.aozora.gr.jp/cards/001475/card52039.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　10,講談社,1977（昭和52）年8月10日,1983（昭和58）年1月19日第6刷,1977（昭和52）年8月10日第1刷,未明ひらかな童話読本,文教書院,1936（昭和11）年3月,,,,,,,,,特定非営利活動法人はるかぜ,酒井裕二,https://www.aozora.gr.jp/cards/001475/files/52039_ruby_56842.zip,2016-06-22,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001475/files/52039_56890.html,2016-06-22,ShiftJIS,JIS X 0208,1
050994,犬と人と花,いぬとひととはな,いぬとひととはな,,,,「黒煙」1919（大正8）年5月,NDC K913,新字新仮名,なし,2012-01-02,2014-09-16,https://www.aozora.gr.jp/cards/001475/card50994.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　1,講談社,1976（昭和51）年11月10日,1982（昭和57）年9月10日第7刷,1982（昭和57）年9月10日第7刷,,,,,,,,,,,,ぷろぼの青空工作員チーム入力班,ぷろぼの青空工作員チーム校正班,https://www.aozora.gr.jp/cards/001475/files/50994_ruby_46195.zip,2012-01-01,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/50994_46239.html,2012-01-01,ShiftJIS,JIS X 0208,0
052040,犬と古洋傘,いぬとふるこうもり,いぬとふるこうもり,,,,,NDC K913,新字新仮名,なし,2016-11-19,2016-09-09,https://www.aozora.gr.jp/cards/001475/card52040.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　11,講談社,1977（昭和52）年9月10日,1983（昭和58）年1月19日第5刷,1977（昭和52）年9月10日第1刷,小学文学童話,竹村書房,1937（昭和12）年5月,,,,,,,,,特定非営利活動法人はるかぜ,酒井裕二,https://www.aozora.gr.jp/cards/001475/files/52040_ruby_60087.zip,2016-09-09,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/52040_60133.html,2016-09-09,ShiftJIS,JIS X 0208,0
051020,いろいろな花,いろいろなはな,いろいろなはな,,,,,NDC K913,新字新仮名,なし,2012-07-06,2014-09-16,https://www.aozora.gr.jp/cards/001475/card51020.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　2,講談社,1976（昭和51）年12月10日,1982（昭和57）年9月10日第7刷,1982（昭和57）年9月10日第7刷,,,,,,,,,,,,ぷろぼの青空工作員チーム入力班,富田倫生,https://www.aozora.gr.jp/cards/001475/files/51020_ruby_47917.zip,2012-09-27,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001475/files/51020_47953.html,2012-09-27,ShiftJIS,JIS X 0208,1
052965,魚と白鳥,うおとはくちょう,うおとはくちよう,,,,「童話」1924（大正13）年3月,NDC K913,新字新仮名,なし,2012-03-24,2014-09-16,https://www.aozora.gr.jp/cards/001475/card52965.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　4,講談社,1977（昭和52）年2月10日,1977（昭和52）年C第2刷,　,,,,,,,,,,,,特定非営利活動法人はるかぜ,富田倫生,https://www.aozora.gr.jp/cards/001475/files/52965_ruby_46825.zip,2012-01-21,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/52965_46833.html,2012-01-21,ShiftJIS,JIS X 0208,0
052923,うさぎと二人のおじいさん,うさぎとふたりのおじいさん,うさきとふたりのおしいさん,,,,,NDC K913,新字新仮名,なし,2014-03-14,2014-09-16,https://www.aozora.gr.jp/cards/001475/card52923.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　5,講談社,1977（昭和52）年3月10日,1977（昭和52）年3月10日第1刷,1978（昭和53）年C第2刷　,,,,,,,,,,,,特定非営利活動法人はるかぜ,江村秀之,https://www.aozora.gr.jp/cards/001475/files/52923_ruby_53004.zip,2014-02-14,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/52923_53051.html,2014-02-14,ShiftJIS,JIS X 0208,0
050993,牛女,うしおんな,うしおんな,,,,「おとぎの世界」1919（大正8）年5月,NDC K913,新字新仮名,なし,2012-01-02,2014-09-16,https://www.aozora.gr.jp/cards/001475/card50993.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　1,講談社,1976（昭和51）年11月10日,1982（昭和57）年9月10日第7刷,1982（昭和57）年9月10日第7刷,,,,,,,,,,,,ぷろぼの青空工作員チーム入力班,ぷろぼの青空工作員チーム校正班,https://www.aozora.gr.jp/cards/001475/files/50993_ruby_46196.zip,2012-01-10,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001475/files/50993_46240.html,2012-01-10,ShiftJIS,JIS X 0208,1
051506,うずめられた鏡,うずめられたかがみ,うすめられたかかみ,,,,「女学生の友」1953（昭和28）年8月,NDC K913,新字新仮名,なし,2018-10-02,2018-09-28,https://www.aozora.gr.jp/cards/001475/card51506.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　14,講談社,1977（昭和52）年12月10日,1983（昭和58）年1月19日第5刷,1977（昭和52）年12月10日第1刷,うずめられた鏡,金の星社,1954（昭和29）年6月,,,,,,,,,特定非営利活動法人はるかぜ,酒井裕二,https://www.aozora.gr.jp/cards/001475/files/51506_ruby_65920.zip,2018-09-28,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/51506_66072.html,2018-09-28,ShiftJIS,JIS X 0208,0
052618,美しく生まれたばかりに,うつくしくうまれたばかりに,うつくしくうまれたはかりに,,,,,NDC K913,新字新仮名,なし,2019-10-29,2019-09-27,https://www.aozora.gr.jp/cards/001475/card52618.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　6,講談社,1977（昭和52）年4月10日,1977（昭和52）年4月10日第1刷,1977（昭和52）年4月10日第1刷,未明童話集4,丸善,1930（昭和5）年7月20日,,,,,,,,,特定非営利活動法人はるかぜ,栗田美恵子,https://www.aozora.gr.jp/cards/001475/files/52618_ruby_69304.zip,2019-09-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/52618_69356.html,2019-09-27,ShiftJIS,JIS X 0208,0
050992,馬を殺したからす,うまをころしたからす,うまをころしたからす,,,,「おとぎの世界」1919（大正8）年8月,NDC K913,新字新仮名,なし,2012-01-02,2014-09-16,https://www.aozora.gr.jp/cards/001475/card50992.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　1,講談社,1976（昭和51）年11月10日,1982（昭和57）年9月10日第7刷,1982（昭和57）年9月10日第7刷,,,,,,,,,,,,ぷろぼの青空工作員チーム入力班,ぷろぼの青空工作員チーム校正班,https://www.aozora.gr.jp/cards/001475/files/50992_ruby_46197.zip,2012-01-01,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/50992_46241.html,2012-01-01,ShiftJIS,JIS X 0208,0
051124,海,うみ,うみ,,,,「金の鳥」1922（大正11）年11月,NDC K911,新字新仮名,なし,2013-12-18,2014-09-16,https://www.aozora.gr.jp/cards/001475/card51124.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　3,講談社,1977（昭和52）年1月10日,1981（昭和56）年1月6日第7刷,1977（昭和52）年1月10日第1刷,,,,,,,,,,,,ぷろぼの青空工作員チーム入力班,江村秀之,https://www.aozora.gr.jp/cards/001475/files/51124_ruby_51738.zip,2013-11-23,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/51124_51778.html,2013-11-23,ShiftJIS,JIS X 0208,0
051507,海が呼んだ話,うみがよんだはなし,うみかよんたはなし,,,,「日本の子供」1939（昭和14）年7月,NDC K913,新字新仮名,なし,2016-07-18,2016-06-10,https://www.aozora.gr.jp/cards/001475/card51507.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　12,講談社,1977（昭和52）年10月10日,1982（昭和57）年9月10日第5刷,1977（昭和52）年10月10日第1刷,夜の進軍喇叭,アルス,1940（昭和15）年4月,,,,,,,,,特定非営利活動法人はるかぜ,酒井裕二,https://www.aozora.gr.jp/cards/001475/files/51507_ruby_59442.zip,2016-06-10,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/51507_59482.html,2016-06-10,ShiftJIS,JIS X 0208,0
054192,海からきた使い,うみからきたつかい,うみからきたつかい,,,,「少女倶楽部」1925（大正14）年1月,NDC K913,新字新仮名,なし,2012-03-24,2014-09-16,https://www.aozora.gr.jp/cards/001475/card54192.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　4,講談社,1977（昭和52）年2月10日,1977（昭和52）年C第2刷,　,,,,,,,,,,,,特定非営利活動法人はるかぜ,富田倫生,https://www.aozora.gr.jp/cards/001475/files/54192_ruby_46823.zip,2012-09-27,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001475/files/54192_46834.html,2012-09-27,ShiftJIS,JIS X 0208,1
052041,海と少年,うみとしょうねん,うみとしようねん,,,,「セウガク二年生臨時増刊「夏休み読者号」　12巻7号」1936（昭和11）年8月5日,NDC K913,新字新仮名,なし,2016-07-18,2016-06-10,https://www.aozora.gr.jp/cards/001475/card52041.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　11,講談社,1977（昭和52）年9月10日,1983（昭和58）年1月19日第5刷,1977（昭和52）年9月10日第1刷,ドラネコと烏,岡村商店,1936（昭和11）年12月,,,,,,,,,特定非営利活動法人はるかぜ,酒井裕二,https://www.aozora.gr.jp/cards/001475/files/52041_ruby_59443.zip,2016-06-10,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/52041_59483.html,2016-06-10,ShiftJIS,JIS X 0208,0
051116,海と太陽,うみとたいよう,うみとたいよう,,,,「おとぎの世界」1919（大正8）年6月,NDC K911,新字新仮名,なし,2013-12-18,2014-09-16,https://www.aozora.gr.jp/cards/001475/card51116.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　3,講談社,1977（昭和52）年1月10日,1981（昭和56）年1月6日第7刷,1977（昭和52）年1月10日第1刷,,,,,,,,,,,,ぷろぼの青空工作員チーム入力班,江村秀之,https://www.aozora.gr.jp/cards/001475/files/51116_ruby_51737.zip,2013-11-23,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/51116_51777.html,2013-11-23,ShiftJIS,JIS X 0208,0
053123,海の踊り,うみのおどり,うみのおとり,,,,「少女画報」1929（昭和4）年8月,NDC K913,新字新仮名,なし,2022-01-24,2021-12-27,https://www.aozora.gr.jp/cards/001475/card53123.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　6,講談社,1977（昭和52）年4月10日,1977（昭和52）年4月10日第1刷,1977（昭和52）年4月10日第1刷,未明童話集4,丸善,1930（昭和5）年7月20日,,,,,,,,,特定非営利活動法人はるかぜ,へくしん,https://www.aozora.gr.jp/cards/001475/files/53123_ruby_74778.zip,2021-12-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/53123_74812.html,2021-12-27,ShiftJIS,JIS X 0208,0
052042,海のおばあさん,うみのおばあさん,うみのおはあさん,,,,,NDC K913,新字新仮名,なし,2016-07-11,2016-06-10,https://www.aozora.gr.jp/cards/001475/card52042.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　11,講談社,1977（昭和52）年9月10日,1983（昭和58）年1月19日第5刷,1977（昭和52）年9月10日第1刷,ドラネコと烏,岡村商店,1936（昭和11）年12月,,,,,,,,,特定非営利活動法人はるかぜ,酒井裕二,https://www.aozora.gr.jp/cards/001475/files/52042_ruby_59434.zip,2016-06-10,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/52042_59474.html,2016-06-10,ShiftJIS,JIS X 0208,0
052966,海のかなた,うみのかなた,うみのかなた,,,,「週刊朝日」1924（大正13）年1月,NDC K913,新字新仮名,なし,2012-03-29,2014-09-16,https://www.aozora.gr.jp/cards/001475/card52966.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　4,講談社,1977（昭和52）年2月10日,1977（昭和52）年C第2刷,　,,,,,,,,,,,,特定非営利活動法人はるかぜ,富田倫生,https://www.aozora.gr.jp/cards/001475/files/52966_ruby_46824.zip,2012-09-27,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001475/files/52966_46835.html,2012-09-27,ShiftJIS,JIS X 0208,1
050976,海の少年,うみのしょうねん,うみのしようねん,,,,「少年文庫」1906（明治39）年11月,NDC K913,新字新仮名,なし,2012-01-05,2014-09-16,https://www.aozora.gr.jp/cards/001475/card50976.html,001475,小川,未明,おがわ,みめい,おかわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,なし,定本小川未明童話全集　1,講談社,1976（昭和51）年11月10日,1982（昭和57）年9月10日第7刷,1982（昭和57）年9月10日第7刷,,,,,,,,,,,,ぷろぼの青空工作員チーム入力班,ぷろぼの青空工作員チーム校正班,https://www.aozora.gr.jp/cards/001475/files/50976_ruby_46209.zip,2012-01-01,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001475/files/50976_46253.html,2012-01-01,ShiftJIS,JIS X 0208,0
