作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
002225,祖母,そぼ,そほ,,,,「赤い鳥」1921（大正10）年3月号,NDC K913,新字新仮名,なし,2001-03-28,2014-09-17,https://www.aozora.gr.jp/cards/000329/card2225.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,坪田譲治編　赤い鳥傑作集,新潮文庫、新潮社,1955（昭和30）年6月25日、1974（昭和49）年9月10日29刷改版,1984（昭和59）年10月10日第44刷,1989（平成元）年10月15日第48刷,,,,,,,,,,,,鈴木厚司,林幸雄,https://www.aozora.gr.jp/cards/000329/files/2225_ruby.zip,2001-04-02,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000329/files/2225.html,2001-04-02,ShiftJIS,JIS X 0208,1
003389,たにしの出世,たにしのしゅっせ,たにしのしゆつせ,,,,,NDC K913,新字新仮名,なし,2001-12-19,2014-09-17,https://www.aozora.gr.jp/cards/000329/card3389.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,むかし　むかし　あるところに,童話屋,1996（平成8）年6月24日,1996（平成8）年7月10日第2刷,,日本童話宝玉集（上中下版）,童話春秋社,1948（昭和23）～1949（昭和24）年,,,,,,,,,鈴木厚司,林幸雄,https://www.aozora.gr.jp/cards/000329/files/3389_ruby_5672.zip,2011-10-22,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000329/files/3389_45593.html,2011-10-22,ShiftJIS,JIS X 0208,0
042382,旅なかま,たびなかま,たひなかま,,,REJSEKAMMERATEN,,NDC K949,新字新仮名,なし,2006-03-04,2014-09-18,https://www.aozora.gr.jp/cards/000019/card42382.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,新訳アンデルセン童話集第一巻,同和春秋社,1955（昭和30）年7月20日,1955（昭和30）年7月20日初版,1955（昭和30）年7月20日初版,,,,,,,,,,,,大久保ゆう,秋鹿,https://www.aozora.gr.jp/cards/000019/files/42382_ruby_17311.zip,2006-02-23,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/42382_21525.html,2006-02-23,ShiftJIS,JIS X 0208,0
018382,田村将軍,たむらしょうぐん,たむらしようくん,,,,,NDC K913,新字新仮名,なし,2004-02-08,2014-09-18,https://www.aozora.gr.jp/cards/000329/card18382.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の英雄伝説,講談社学術文庫、講談社,1983（昭和58）年6月10日,1983（昭和58）年6月10日第1刷,1983（昭和58）年6月10日第1刷,,,,,,,,,,,,鈴木厚司,今井忠夫,https://www.aozora.gr.jp/cards/000329/files/18382_ruby_14097.zip,2004-01-06,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/18382_14263.html,2004-01-06,ShiftJIS,JIS X 0208,0
018338,田原藤太,たわらとうだ,たわらとうた,,,,,NDC K913,新字新仮名,なし,2003-10-29,2014-09-18,https://www.aozora.gr.jp/cards/000329/card18338.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の英雄伝説,講談社学術文庫、講談社,1983（昭和58）年6月10日,1983（昭和58）年6月10日第1刷,1983（昭和58）年6月10日第1刷,,,,,,,,,,,,鈴木厚司,大久保ゆう,https://www.aozora.gr.jp/cards/000329/files/18338_ruby_13237.zip,2003-09-29,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/18338_13249.html,2003-09-29,ShiftJIS,JIS X 0208,0
033211,忠義な犬,ちゅうぎないぬ,ちゆうきないぬ,,,,,NDC K913,新字新仮名,なし,2003-10-29,2014-09-18,https://www.aozora.gr.jp/cards/000329/card33211.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の諸国物語,講談社学術文庫、講談社,1983（昭和58）年4月10日,1983（昭和58）年4月10日第1刷,1983（昭和58）年4月10日第1刷,,,,,,,,,,,,鈴木厚司,大久保ゆう,https://www.aozora.gr.jp/cards/000329/files/33211_ruby_13238.zip,2003-09-29,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/33211_13250.html,2003-09-29,ShiftJIS,JIS X 0208,0
018383,鎮西八郎,ちんぜいはちろう,ちんせいはちろう,,,,,NDC K913,新字新仮名,なし,2004-02-09,2014-09-18,https://www.aozora.gr.jp/cards/000329/card18383.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の英雄伝説,講談社学術文庫、講談社,1983（昭和58）年6月10日,1983（昭和58）年6月10日第1刷,1983（昭和58）年6月10日第1刷,,,,,,,,,,,,鈴木厚司,今井忠夫,https://www.aozora.gr.jp/cards/000329/files/18383_ruby_13484.zip,2004-01-06,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/18383_14264.html,2004-01-06,ShiftJIS,JIS X 0208,0
018388,長い名,ながいな,なかいな,,,,,NDC K913,新字新仮名,なし,2003-08-26,2014-09-17,https://www.aozora.gr.jp/cards/000329/card18388.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の諸国物語,講談社学術文庫、講談社,1983（昭和58）年4月10日,1983（昭和58）年4月10日第1刷,1983（昭和58）年4月10日第1刷,,,,,,,,,,,,鈴木厚司,大久保ゆう,https://www.aozora.gr.jp/cards/000329/files/18388_ruby_11925.zip,2003-08-02,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/18388_11943.html,2003-08-02,ShiftJIS,JIS X 0208,0
042383,人魚のひいさま,にんぎょのひいさま,にんきよのひいさま,,,DEN LILLE HAVFRUE,,NDC K949,新字新仮名,なし,2006-03-06,2014-09-18,https://www.aozora.gr.jp/cards/000019/card42383.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,新訳アンデルセン童話集第一巻,同和春秋社,1955（昭和30）年7月20日,1955（昭和30）年7月20日初版,1955（昭和30）年7月20日初版,,,,,,,,,,,,大久保ゆう,秋鹿,https://www.aozora.gr.jp/cards/000019/files/42383_ruby_19889.zip,2012-06-05,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000019/files/42383_21527.html,2012-05-15,ShiftJIS,JIS X 0208,2
018342,鵺,ぬえ,ぬえ,,,,,NDC K913,新字新仮名,なし,2003-10-31,2014-09-18,https://www.aozora.gr.jp/cards/000329/card18342.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の英雄伝説,講談社学術文庫、講談社,1983（昭和58）年6月10日,1983（昭和58）年6月10日第1刷,1983（昭和58）年6月10日第1刷,,,,,,,,,,,,鈴木厚司,大久保ゆう,https://www.aozora.gr.jp/cards/000329/files/18342_ruby_13239.zip,2003-09-29,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/18342_13251.html,2003-09-29,ShiftJIS,JIS X 0208,0
043118,猫吉親方,ねこきちおやかた,ねこきちおやかた,またの名 長ぐつをはいた猫,またのな ながぐつをはいたねこ,LE MAITRE CHAT OU LE CHAT BOTTE,,NDC K953,新字新仮名,なし,2006-03-10,2014-09-18,https://www.aozora.gr.jp/cards/001134/card43118.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,世界おとぎ文庫（イギリス・フランス童話篇）妖女のおくりもの,小峰書店,1950（昭和25）年5月1日,1950（昭和25）年5月1日,1950（昭和25）年5月1日,,,,,,,,,,,,大久保ゆう,秋鹿,https://www.aozora.gr.jp/cards/001134/files/43118_ruby_20866.zip,2006-01-21,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001134/files/43118_21538.html,2006-01-21,ShiftJIS,JIS X 0208,0
018380,猫の草紙,ねこのそうし,ねこのそうし,,,,,NDC K913,新字新仮名,なし,2003-09-02,2014-09-17,https://www.aozora.gr.jp/cards/000329/card18380.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の神話と十大昔話,講談社学術文庫、講談社,1983（昭和58）年5月10日,1992（平成4）年4月20日第14刷,1983（昭和58）年5月10日第1刷,,,,,,,,,,,,鈴木厚司,大久保ゆう,https://www.aozora.gr.jp/cards/000329/files/18380_ruby_12075.zip,2003-08-27,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/18380_12099.html,2003-08-27,ShiftJIS,JIS X 0208,0
018335,ねずみの嫁入り,ねずみのよめいり,ねすみのよめいり,,,,,NDC K913,新字新仮名,なし,2003-08-26,2014-09-17,https://www.aozora.gr.jp/cards/000329/card18335.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の神話と十大昔話,講談社学術文庫、講談社,1983（昭和58）年5月10日,1992（平成4）年4月20日第14刷,1983（昭和58）年5月10日第1刷,,,,,,,,,,,,鈴木厚司,大久保ゆう,https://www.aozora.gr.jp/cards/000329/files/18335_ruby_11926.zip,2003-08-02,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/18335_11944.html,2003-08-02,ShiftJIS,JIS X 0208,0
043119,眠る森のお姫さま,ねむるもりのおひめさま,ねむるもりのおひめさま,,,LA BELLE AU BOIS DORMANT,,NDC K953,新字新仮名,なし,2006-03-10,2014-09-18,https://www.aozora.gr.jp/cards/001134/card43119.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,世界おとぎ文庫（イギリス・フランス童話篇）妖女のおくりもの,小峰書店,1950（昭和25）年5月1日,1950（昭和25）年5月1日,1950（昭和25）年5月1日,,,,,,,,,,,,大久保ゆう,秋鹿,https://www.aozora.gr.jp/cards/001134/files/43119_ruby_20840.zip,2006-01-21,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001134/files/43119_21539.html,2006-01-21,ShiftJIS,JIS X 0208,0
042384,野のはくちょう,ののはくちょう,ののはくちよう,,,DE VILDE SVANER,,NDC K949,新字新仮名,なし,2006-03-04,2014-09-18,https://www.aozora.gr.jp/cards/000019/card42384.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,新訳アンデルセン童話集第一巻,同和春秋社,1955（昭和30）年7月20日,1955（昭和30）年7月20日初版,1955（昭和30）年7月20日初版,,,,,,,,,,,,大久保ゆう,秋鹿,https://www.aozora.gr.jp/cards/000019/files/42384_ruby_20838.zip,2006-02-23,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/42384_21526.html,2006-02-23,ShiftJIS,JIS X 0208,0
018341,八幡太郎,はちまんたろう,はちまんたろう,,,,,NDC K913,新字新仮名,なし,2003-10-31,2014-09-18,https://www.aozora.gr.jp/cards/000329/card18341.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の英雄伝説,講談社学術文庫、講談社,1983（昭和58）年6月10日,1983（昭和58）年6月10日第1刷,1983（昭和58）年6月10日第1刷,,,,,,,,,,,,鈴木厚司,大久保ゆう,https://www.aozora.gr.jp/cards/000329/files/18341_ruby_13240.zip,2003-09-29,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/18341_13252.html,2003-09-29,ShiftJIS,JIS X 0208,0
003391,花咲かじじい,はなさかじじい,はなさかししい,,,,,NDC K913,新字新仮名,なし,2001-12-19,2014-09-17,https://www.aozora.gr.jp/cards/000329/card3391.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,むかし むかし あるところに,童話屋,1996（平成8）年6月24日,1996（平成8）年7月10日第2刷,,日本童話宝玉集（上中下版）,童話春秋社,1948（昭和23）～1949（昭和24）年発行,,,,,,,,,鈴木厚司,林幸雄,https://www.aozora.gr.jp/cards/000329/files/3391_ruby.zip,2001-12-19,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/3391.html,2001-12-19,ShiftJIS,JIS X 0208,0
033212,春山秋山,はるやまあきやま,はるやまあきやま,,,,,NDC K913,新字新仮名,なし,2004-03-25,2014-09-18,https://www.aozora.gr.jp/cards/000329/card33212.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の諸国物語,講談社学術文庫、講談社,1983（昭和58）年4月10日,1983（昭和58）年4月10日第1刷,1983（昭和58）年4月10日第1刷 ,,,,,,,,,,,,鈴木厚司,佳代子,https://www.aozora.gr.jp/cards/000329/files/33212_ruby_14590.zip,2004-02-19,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/33212_14864.html,2004-02-19,ShiftJIS,JIS X 0208,0
042385,ひこうかばん,ひこうかばん,ひこうかはん,,,DEN FLYVENDE KOFFERT,,NDC K949,新字新仮名,なし,2006-03-02,2014-09-18,https://www.aozora.gr.jp/cards/000019/card42385.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,新訳アンデルセン童話集第一巻,同和春秋社,1955（昭和30）年7月20日,1955（昭和30）年7月20日初版,1955（昭和30）年7月20日初版,,,,,,,,,,,,大久保ゆう,秋鹿,https://www.aozora.gr.jp/cards/000019/files/42385_ruby_20839.zip,2006-02-23,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/42385_21524.html,2006-02-23,ShiftJIS,JIS X 0208,0
033213,人馬,ひとうま,ひとうま,,,,,NDC K913,新字新仮名,なし,2006-11-16,2014-09-18,https://www.aozora.gr.jp/cards/000329/card33213.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の諸国物語,講談社学術文庫、講談社,1983（昭和58）年4月10日,1983（昭和58）年4月10日第1刷,1983（昭和58）年4月10日第1刷,,,,,,,,,,,,鈴木厚司,土屋隆,https://www.aozora.gr.jp/cards/000329/files/33213_ruby_24173.zip,2006-09-21,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/33213_24406.html,2006-09-21,ShiftJIS,JIS X 0208,0
042314,ブレーメンの町楽隊,ブレーメンのちょうがくたい,ふれえめんのちようかくたい,,,Die Bremer Stadtmusikanten,,NDC K943,新字新仮名,なし,2004-07-13,2014-09-18,https://www.aozora.gr.jp/cards/001091/card42314.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,世界おとぎ文庫（グリム篇）森の小人,小峰書店,1949（昭和24）年2月20日,1949（昭和24）年12月30日4版, ,,,,,,,,,,,,大久保ゆう,浅原庸子,https://www.aozora.gr.jp/cards/001091/files/42314_ruby_15798.zip,2004-06-21,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/42314_15929.html,2004-06-21,ShiftJIS,JIS X 0208,0
018336,文福茶がま,ぶんぶくちゃがま,ふんふくちやかま,,,,,NDC K913,新字新仮名,なし,2003-08-25,2014-09-17,https://www.aozora.gr.jp/cards/000329/card18336.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の神話と十大昔話,講談社学術文庫、講談社,1983（昭和58）年5月10日,1992（平成4）年4月20日第14刷,1983（昭和58）年5月10日第1刷,,,,,,,,,,,,鈴木厚司,大久保ゆう,https://www.aozora.gr.jp/cards/000329/files/18336_ruby_11922.zip,2003-08-02,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/18336_11941.html,2003-08-02,ShiftJIS,JIS X 0208,0
042315,ヘンゼルとグレーテル,ヘンゼルとグレーテル,へんせるとくれえてる,,,Hansel und Gretel,,NDC K943,新字新仮名,なし,2004-07-15,2014-09-18,https://www.aozora.gr.jp/cards/001091/card42315.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,世界おとぎ文庫（グリム篇）森の小人,小峰書店,1949（昭和24）年2月20日,1949（昭和24）年12月30日4版, ,,,,,,,,,,,,大久保ゆう,浅原庸子,https://www.aozora.gr.jp/cards/001091/files/42315_ruby_15799.zip,2004-06-21,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001091/files/42315_15931.html,2004-06-21,ShiftJIS,JIS X 0208,0
042316,星の銀貨,ほしのぎんか,ほしのきんか,,,Die Sterntaler,,NDC K943,新字新仮名,なし,2004-07-13,2014-09-18,https://www.aozora.gr.jp/cards/001091/card42316.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,世界おとぎ文庫（グリム篇）森の小人,小峰書店,1949（昭和24）年2月20日,1949（昭和24）年12月30日4版, ,,,,,,,,,,,,大久保ゆう,浅原庸子,https://www.aozora.gr.jp/cards/001091/files/42316_ruby_15797.zip,2005-11-12,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/001091/files/42316_15930.html,2005-11-12,ShiftJIS,JIS X 0208,1
033214,松山鏡,まつやまかがみ,まつやまかかみ,,,,,NDC K913,新字新仮名,なし,2004-03-25,2014-09-18,https://www.aozora.gr.jp/cards/000329/card33214.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の諸国物語,講談社学術文庫、講談社,1983（昭和58）年4月10日,1983（昭和58）年4月10日第1刷,1983（昭和58）年4月10日第1刷 ,,,,,,,,,,,,鈴木厚司,佳代子,https://www.aozora.gr.jp/cards/000329/files/33214_ruby_14592.zip,2004-02-19,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/33214_14865.html,2004-02-19,ShiftJIS,JIS X 0208,0
048417,魔法の笛,まほうのふえ,まほうのふえ,,,THE PIED PIPER OF HAMELIN,,NDC K931,新字新仮名,なし,2009-10-15,2014-09-21,https://www.aozora.gr.jp/cards/001340/card48417.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,世界童話集　思ひ出の國,東西社,1947（昭和22）年6月10日,1947（昭和22）年6月10日,,,,,,,,,,,,,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,https://www.aozora.gr.jp/cards/001340/files/48417_ruby_35277.zip,2009-08-31,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001340/files/48417_36106.html,2009-08-31,ShiftJIS,JIS X 0208,0
033215,三輪の麻糸,みわのあさいと,みわのあさいと,,,,,NDC K913,新字新仮名,なし,2003-10-31,2014-09-18,https://www.aozora.gr.jp/cards/000329/card33215.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の諸国物語,講談社学術文庫、講談社,1983（昭和58）年4月10日,1983（昭和58）年4月10日第1刷,1983（昭和58）年4月10日第1刷,,,,,,,,,,,,鈴木厚司,大久保ゆう,https://www.aozora.gr.jp/cards/000329/files/33215_ruby_13241.zip,2003-09-29,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/33215_13253.html,2003-09-29,ShiftJIS,JIS X 0208,0
018390,物のいわれ,もののいわれ,もののいわれ,,,,,NDC K913,新字新仮名,なし,2003-10-31,2014-09-18,https://www.aozora.gr.jp/cards/000329/card18390.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の諸国物語,講談社学術文庫、講談社,1983（昭和58）年4月10日,1983（昭和58）年4月10日第1刷,1983（昭和58）年4月10日第1刷,,,,,,,,,,,,鈴木厚司,大久保ゆう,https://www.aozora.gr.jp/cards/000329/files/18390_ruby_13242.zip,2003-09-29,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/18390_13254.html,2003-09-29,ShiftJIS,JIS X 0208,0
044423,もみの木,もみのき,もみのき,,,GRANTRAEET,,NDC K949,新字新仮名,なし,2006-03-06,2014-09-18,https://www.aozora.gr.jp/cards/000019/card44423.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,新訳アンデルセン童話集第二巻,同和春秋社,1955（昭和30）年7月15日,1955（昭和30）年7月15日初版,1955（昭和30）年7月15日初版,,,,,,,,,,,,大久保ゆう,秋鹿,https://www.aozora.gr.jp/cards/000019/files/44423_ruby_20868.zip,2006-01-19,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000019/files/44423_21529.html,2006-01-19,ShiftJIS,JIS X 0208,0
018376,桃太郎,ももたろう,ももたろう,,,,,NDC K913,新字新仮名,なし,2003-09-02,2014-09-17,https://www.aozora.gr.jp/cards/000329/card18376.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の神話と十大昔話,講談社学術文庫、講談社,1983（昭和58）年5月10日,1992（平成4）年4月20日第14刷,1983（昭和58）年5月10日第1刷,,,,,,,,,,,,鈴木厚司,大久保ゆう,https://www.aozora.gr.jp/cards/000329/files/18376_ruby_12074.zip,2013-10-21,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000329/files/18376_12100.html,2013-10-21,ShiftJIS,JIS X 0208,2
043462,山姥の話,やまうばのはなし,やまうはのはなし,,,,,NDC K913,新字新仮名,なし,2006-11-16,2014-09-18,https://www.aozora.gr.jp/cards/000329/card43462.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の諸国物語,講談社学術文庫、講談社,1983（昭和58）年4月10日,1983（昭和58）年4月10日第1刷,1983（昭和58）年4月10日第1刷,,,,,,,,,,,,鈴木厚司,土屋隆,https://www.aozora.gr.jp/cards/000329/files/43462_ruby_24174.zip,2006-09-21,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/43462_24407.html,2006-09-21,ShiftJIS,JIS X 0208,0
042387,雪の女王,ゆきのじょおう,ゆきのしよおう,七つのお話でできているおとぎ物語,ななつのおはなしでできているおとぎものがたり,SNEDRONNINGEN,,NDC K949,新字新仮名,なし,2005-12-25,2014-09-18,https://www.aozora.gr.jp/cards/000019/card42387.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,新訳アンデルセン童話集　第二巻,同和春秋社,1955（昭和30）年7月15日,1955（昭和30）年7月15日初版,　,,,,,,,,,,,,大久保ゆう,鈴木厚司,https://www.aozora.gr.jp/cards/000019/files/42387_ruby_20531.zip,2014-03-27,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000019/files/42387_20568.html,2014-03-27,ShiftJIS,JIS X 0208,1
033216,夢占,ゆめうら,ゆめうら,,,,,NDC K913,新字新仮名,なし,2003-10-31,2014-09-18,https://www.aozora.gr.jp/cards/000329/card33216.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の諸国物語,講談社学術文庫、講談社,1983（昭和58）年4月10日,1983（昭和58）年4月10日第1刷,1983（昭和58）年4月10日第1刷,,,,,,,,,,,,鈴木厚司,大久保ゆう,https://www.aozora.gr.jp/cards/000329/files/33216_ruby_13243.zip,2003-09-29,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/33216_13255.html,2003-09-29,ShiftJIS,JIS X 0208,0
018381,夢殿,ゆめどの,ゆめとの,,,,,NDC K913,新字新仮名,なし,2004-02-08,2014-09-18,https://www.aozora.gr.jp/cards/000329/card18381.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の英雄伝説,講談社学術文庫、講談社,1983（昭和58）年6月10日,1983（昭和58）年6月10日第1刷,1983（昭和58）年6月10日第1刷,,,,,,,,,,,,鈴木厚司,今井忠夫,https://www.aozora.gr.jp/cards/000329/files/18381_ruby_14098.zip,2004-01-06,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/18381_14262.html,2004-01-06,ShiftJIS,JIS X 0208,0
018340,羅生門,らしょうもん,らしようもん,,,,,NDC K913,新字新仮名,なし,2003-10-31,2014-09-18,https://www.aozora.gr.jp/cards/000329/card18340.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,著者,1884-11-04,1950-11-26,なし,日本の英雄伝説,講談社学術文庫、講談社,1983（昭和58）年6月10日,1983（昭和58）年6月10日第1刷,1983（昭和58）年6月10日第1刷,,,,,,,,,,,,鈴木厚司,大久保ゆう,https://www.aozora.gr.jp/cards/000329/files/18340_ruby_13244.zip,2003-09-29,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000329/files/18340_13256.html,2003-09-29,ShiftJIS,JIS X 0208,0
043125,ラ・ベルとラ・ベート（美し姫と怪獣）,ラ・ベルとラ・ベート（うつくしひめとかいじゅう）,らへるとらへえとうつくしひめとかいしゆう,,,LE BELLE ET LA BETE,,NDC K953,新字新仮名,なし,2006-03-12,2014-09-18,https://www.aozora.gr.jp/cards/001135/card43125.html,000329,楠山,正雄,くすやま,まさお,くすやま,まさお,Kusuyama,Masao,翻訳者,1884-11-04,1950-11-26,なし,世界おとぎ文庫（イギリス・フランス童話篇）妖女のおくりもの,小峰書店,1950（昭和25）年5月1日,1950（昭和25）年5月1日,1950（昭和25）年5月1日,,,,,,,,,,,,大久保ゆう,秋鹿,https://www.aozora.gr.jp/cards/001135/files/43125_ruby_20842.zip,2006-01-21,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/001135/files/43125_21540.html,2006-01-21,ShiftJIS,JIS X 0208,0
